"birthyr","gender4","educ","pid3","CC24_401","presvote","TS_g2024"
1983,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1946,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
2003,3,3,"Not sure","I definitely voted in the November 2024 General Election.","Harris",1
1949,1,2,"Democrat","I usually vote, but didn't this time.",NA,-99
1963,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1955,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1963,2,2,"Republican",NA,NA,-99
1995,2,2,"Not sure","I attempted to vote but did not or could not.",NA,-99
1987,2,1,"Democrat","I attempted to vote but did not or could not.",NA,-99
1952,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1967,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1957,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1956,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1983,3,6,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1992,2,4,"Not sure","I definitely voted in the November 2024 General Election.","Harris",-99
1952,2,5,"Democrat",NA,NA,1
1955,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1986,1,2,"Democrat",NA,NA,-99
1962,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1970,2,3,"Independent",NA,NA,-99
1996,2,5,"Other",NA,NA,-99
1967,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1957,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1969,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1996,2,5,"Independent",NA,NA,1
1972,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
2002,1,4,"Republican",NA,NA,-99
1985,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1999,2,6,"Democrat",NA,NA,-99
1991,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1958,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1946,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1970,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1982,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1957,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,1,3,"Democrat",NA,NA,-99
1976,2,6,"Independent",NA,NA,1
1955,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,1,6,"Independent","I definitely voted in the November 2024 General Election.","Stein",1
1981,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1951,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Trump",1
1972,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1979,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1954,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1992,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1960,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1953,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1972,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1963,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1990,2,2,"Democrat",NA,NA,-99
1993,1,6,"Democrat",NA,NA,-99
1966,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1970,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1955,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1996,2,4,"Other",NA,NA,-99
1992,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1958,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
2005,1,3,"Democrat",NA,NA,1
1969,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1988,1,2,"Democrat",NA,NA,-99
1967,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1982,1,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
2003,2,3,"Republican",NA,NA,1
1955,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1979,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1974,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1972,2,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1966,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1979,1,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
2006,1,3,"Independent",NA,NA,-99
1998,1,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1976,2,2,"Independent",NA,NA,-99
1993,2,5,"Other",NA,NA,-99
1954,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1984,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1947,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1946,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1946,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Trump",1
1975,1,6,"Other","I definitely voted in the November 2024 General Election.","Harris",-99
1980,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1956,2,1,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1988,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1965,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1947,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1962,2,6,"Democrat",NA,NA,-99
1980,2,2,"Independent",NA,NA,-99
1956,1,3,"Republican",NA,NA,-99
1949,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1969,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1954,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1968,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1947,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1964,1,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1978,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",0
1984,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1982,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1984,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1947,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1978,1,6,"Other","I definitely voted in the November 2024 General Election.","Harris",-99
1970,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1982,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1978,2,2,"Democrat",NA,NA,-99
1982,2,3,"Democrat",NA,NA,-99
1961,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1984,2,5,"Independent",NA,NA,-99
2005,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1960,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1970,1,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",0
1953,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1948,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,1,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1958,1,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1986,2,3,"Independent",NA,NA,-99
1970,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1958,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1987,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1973,1,5,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1972,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1987,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1986,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1956,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1988,2,5,"Independent","I definitely voted in the November 2024 General Election.","Other",1
1986,2,2,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1983,1,6,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1946,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1949,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1976,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1991,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1988,2,5,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1995,1,3,"Democrat",NA,NA,-99
1961,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1972,1,2,"Democrat",NA,NA,-99
1949,2,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1992,2,3,"Independent","I thought about voting this time – but didn't.",NA,0
1990,2,5,"Independent","I thought about voting this time – but didn't.",NA,0
1976,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1998,2,6,"Democrat",NA,NA,-99
1952,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1965,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1982,2,3,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1953,2,5,"Democrat",NA,NA,1
1964,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1969,2,4,"Republican",NA,NA,1
1962,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1977,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1967,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",0
1961,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Kennedy",1
1948,1,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1997,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1968,1,6,"Other","I definitely voted in the November 2024 General Election.","Oliver",1
1961,2,5,"Independent",NA,NA,-99
1978,2,3,"Republican",NA,NA,-99
1979,2,5,"Not sure",NA,NA,1
1965,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
2004,1,4,"Independent",NA,NA,-99
1954,1,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1956,1,3,"Democrat",NA,NA,-99
1983,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1966,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1969,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1955,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1963,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1972,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Trump",-99
1941,2,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1951,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
2001,2,4,"Not sure",NA,NA,-99
1965,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1952,1,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1993,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1991,2,4,"Democrat","I did not vote in the election this November.",NA,-99
1979,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1997,1,5,"Independent",NA,NA,1
1984,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,3,"Independent",NA,NA,-99
1965,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1991,1,2,"Independent",NA,NA,-99
1953,2,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1967,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1981,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1998,2,5,"Republican",NA,NA,-99
1991,1,4,"Democrat",NA,NA,-99
1989,3,5,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1957,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1956,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1955,1,5,"Other","I definitely voted in the November 2024 General Election.","Did not vote for President",1
1964,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1983,2,3,"Democrat",NA,NA,-99
2005,1,3,"Independent",NA,NA,-99
1976,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1971,2,2,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1954,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1960,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
2000,1,2,"Republican",NA,NA,-99
1971,2,4,"Other","I definitely voted in the November 2024 General Election.","Trump",1
1974,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1969,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1961,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1982,1,1,"Republican",NA,NA,-99
1963,2,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1984,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1983,2,3,"Democrat",NA,NA,-99
1978,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1960,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1940,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Other",1
1965,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1955,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,2,"Democrat",NA,NA,-99
1959,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1963,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1947,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1998,1,4,"Democrat",NA,NA,-99
1978,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1970,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1984,2,4,"Democrat","I did not vote in the election this November.",NA,-99
1977,2,5,"Democrat",NA,NA,1
1973,1,5,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1954,2,3,"Other","I definitely voted in the November 2024 General Election.","Trump",1
1960,2,4,"Democrat",NA,NA,-99
1951,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1962,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1945,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1970,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1939,1,6,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1952,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1964,1,2,"Independent",NA,NA,-99
1984,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
2006,1,2,"Democrat",NA,NA,1
1949,1,6,"Independent",NA,NA,-99
1956,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1963,2,3,"Democrat",NA,NA,-99
1970,2,4,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1939,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1962,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1966,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1996,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1983,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1958,2,3,"Republican","I attempted to vote but did not or could not.",NA,0
2001,1,5,"Democrat",NA,NA,1
1975,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1997,3,2,"Democrat",NA,NA,-99
1958,2,4,"Other",NA,NA,0
1953,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1956,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1997,2,6,"Democrat",NA,NA,1
1940,2,4,"Democrat","I did not vote in the election this November.",NA,-99
1991,1,6,"Democrat",NA,NA,-99
1954,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1948,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1988,1,1,"Independent",NA,NA,-99
1964,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1984,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1980,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1962,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1972,1,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,2,5,"Republican","I definitely voted in the November 2024 General Election.","Oliver",1
1996,1,2,"Republican",NA,NA,-99
1993,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
2002,1,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1993,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1986,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1986,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1952,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1959,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1955,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1956,2,4,"Democrat",NA,NA,1
1956,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1950,2,2,"Independent","I definitely voted in the November 2024 General Election.","West",1
1997,1,2,"Independent",NA,NA,-99
1960,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1961,1,4,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1961,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1970,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1960,2,5,"Democrat",NA,NA,1
1986,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1968,1,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1955,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Trump",0
1977,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1990,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",-99
1994,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",0
1969,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1990,2,6,"Democrat",NA,NA,-99
1988,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1983,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1959,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1983,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1958,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,2,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1969,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1976,2,2,"Democrat","I did not vote in the election this November.",NA,-99
1964,2,4,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1957,2,3,"Independent",NA,NA,-99
1956,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1948,1,5,"Republican",NA,NA,-99
1959,2,5,"Independent",NA,NA,1
2003,1,2,"Not sure",NA,NA,-99
1961,2,2,"Not sure","I definitely voted in the November 2024 General Election.","Harris",1
1990,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1966,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1994,2,2,"Republican",NA,NA,-99
1959,1,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1964,2,3,"Other","I definitely voted in the November 2024 General Election.","Harris",-99
1948,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1948,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1947,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,1,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1993,2,5,"Not sure",NA,NA,-99
1961,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,4,"Republican",NA,NA,0
1976,2,2,"Other","I definitely voted in the November 2024 General Election.","Trump",1
1978,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1958,2,5,"Democrat",NA,NA,1
1982,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1995,3,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1991,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1951,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1988,1,5,"Other","I definitely voted in the November 2024 General Election.","Oliver",1
1991,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1964,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1977,2,1,"Independent",NA,NA,1
1972,2,3,"Democrat",NA,NA,-99
2001,2,6,"Democrat",NA,NA,1
1968,2,3,"Democrat",NA,NA,-99
1967,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1987,1,6,"Other","I definitely voted in the November 2024 General Election.","Other",1
1953,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1952,2,3,"Democrat",NA,NA,1
1980,1,3,"Other","I definitely voted in the November 2024 General Election.","Harris",1
1971,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1961,2,3,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1955,2,3,"Democrat","I attempted to vote but did not or could not.",NA,0
1965,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1980,1,3,"Independent",NA,NA,-99
1953,2,4,"Democrat",NA,NA,1
1972,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1967,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1959,2,3,"Republican","I definitely voted in the November 2024 General Election.","Kennedy",-99
1954,2,4,"Democrat",NA,NA,1
1966,1,2,"Other",NA,NA,-99
1951,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1942,2,2,"Democrat","I attempted to vote but did not or could not.",NA,-99
1957,2,2,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1960,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1995,2,2,"Republican",NA,NA,-99
1978,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1969,1,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1974,2,2,"Independent","I usually vote, but didn't this time.",NA,0
1988,2,4,"Independent","I definitely voted in the November 2024 General Election.","Did not vote for President",1
1999,2,5,"Democrat",NA,NA,1
1989,1,6,"Republican",NA,NA,-99
1970,2,3,"Republican","I definitely voted in the November 2024 General Election.","Harris",-99
1958,2,3,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1981,1,6,"Independent","I definitely voted in the November 2024 General Election.","Kennedy",1
1982,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1969,1,5,"Independent","I usually vote, but didn't this time.",NA,-99
1969,2,4,"Republican",NA,NA,-99
1991,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1978,2,2,"Republican",NA,NA,-99
1983,2,1,"Independent",NA,NA,-99
1966,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1960,2,6,"Republican","I definitely voted in the November 2024 General Election.","Harris",-99
1988,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1960,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1970,1,5,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1964,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1977,2,5,"Independent",NA,NA,1
1962,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1998,1,4,"Independent",NA,NA,-99
1970,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1964,2,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1962,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1972,2,1,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1987,2,5,"Democrat",NA,NA,-99
1949,2,2,"Democrat",NA,NA,-99
1969,2,1,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
2002,1,2,"Independent",NA,NA,-99
1958,2,3,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1947,1,6,"Independent","I definitely voted in the November 2024 General Election.","Stein",1
1966,2,4,"Democrat",NA,NA,-99
1980,1,2,"Democrat",NA,NA,-99
1954,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1991,1,5,"Democrat",NA,NA,-99
1975,2,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1959,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",-99
1949,2,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1971,1,5,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
1961,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1969,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,1,5,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1954,2,1,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
2001,2,2,"Not sure","I definitely voted in the November 2024 General Election.","Trump",-99
1965,2,4,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1962,2,2,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1965,2,2,"Independent","I definitely voted in the November 2024 General Election.","Harris",-99
1993,2,1,"Not sure",NA,NA,-99
2000,1,5,"Independent",NA,NA,0
1976,1,6,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1954,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1966,2,3,"Independent","I definitely voted in the November 2024 General Election.","Trump",1
2003,1,3,"Democrat","I definitely voted in the November 2024 General Election.","Trump",-99
1962,2,4,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
1962,2,3,"Republican","I definitely voted in the November 2024 General Election.","Trump",1
1968,1,6,"Independent","I definitely voted in the November 2024 General Election.","Harris",1
1967,2,6,"Republican","I definitely voted in the November 2024 General Election.","Trump",-99
1981,1,5,"Republican","I definitely voted in the November 2024 General Election.","Harris",1
1974,1,5,"Democrat","I definitely voted in the November 2024 General Election.","Harris",1
